feature	r2_score	cell_count_coef	failing_coef	healthy_coef
Cytoplasm_AreaShape_Area	0.027071064609139994	-0.001083388273109901	0.29610457569924387	-0.2961045756992438
Cytoplasm_AreaShape_Compactness	0.00021597404716133806	-9.108428126490966e-05	0.025964019195771744	-0.025964019195771744
Cytoplasm_AreaShape_Eccentricity	0.0077321410607631424	-0.00021230469183873899	-0.07683157063205442	0.07683157063205442
Cytoplasm_AreaShape_FormFactor	4.463431670154172e-05	-1.9418978946410964e-05	0.012692081755984068	-0.012692081755984068
Cytoplasm_AreaShape_MajorAxisLength	0.02196380350951599	-0.0009047657167971526	0.11203593144367696	-0.11203593144367693
Cytoplasm_AreaShape_MinorAxisLength	0.0366682840026652	-0.0008501557584782677	0.37903775496928405	-0.37903775496928405
Cytoplasm_AreaShape_Orientation	0.0002613461261381511	8.177576231410484e-06	0.02140419916529188	-0.02140419916529188
Cytoplasm_AreaShape_Zernike_0_0	0.018066954250322675	9.512276106915979e-05	0.1735054863942567	-0.17350548639425667
Cytoplasm_AreaShape_Zernike_1_1	0.007757625788746392	9.388211564349353e-05	0.10893913666894628	-0.10893913666894627
Cytoplasm_AreaShape_Zernike_2_0	0.012245138724182314	-0.0003329684299461366	0.20797352797578533	-0.2079735279757853
Cytoplasm_AreaShape_Zernike_2_2	0.003023071912928388	3.054407598923217e-05	0.07444571402764559	-0.07444571402764558
Cytoplasm_AreaShape_Zernike_3_1	0.0043896388985263934	2.456691936629941e-05	0.09075427901093513	-0.09075427901093512
Cytoplasm_AreaShape_Zernike_3_3	0.00712756532353942	0.00021276630624726935	0.07411198531798673	-0.07411198531798671
Cytoplasm_AreaShape_Zernike_4_0	0.0041554194598331096	0.0004087381923042592	-0.03301694624035202	0.033016946240352014
Cytoplasm_AreaShape_Zernike_4_2	0.0006223729392637045	-0.00010394579555448651	0.04882452813381878	-0.048824528133818774
Cytoplasm_AreaShape_Zernike_4_4	0.0012304929375769325	-2.020352330554046e-05	0.054734875784603426	-0.05473487578460342
Cytoplasm_AreaShape_Zernike_5_1	0.006580591461245344	0.0003585208582873588	0.023150445164946146	-0.023150445164946146
Cytoplasm_AreaShape_Zernike_5_3	0.0049273299268975945	7.295177643494065e-05	0.08667155771528541	-0.0866715577152854
Cytoplasm_AreaShape_Zernike_6_0	0.003115135299356142	0.00019071559309462928	0.037764051325326085	-0.037764051325326085
Cytoplasm_AreaShape_Zernike_6_2	0.0014542074194208165	0.000167866388314408	0.010843930911998038	-0.010843930911998036
Cytoplasm_AreaShape_Zernike_6_4	0.0005304731808070118	-0.00015720497125263947	0.023695820226652384	-0.02369582022665238
Cytoplasm_AreaShape_Zernike_6_6	0.0005215295504721329	6.493993075329999e-05	0.017870050375035196	-0.017870050375035196
Cytoplasm_AreaShape_Zernike_7_1	0.00648818333371326	0.0002791896384389845	0.04873211484774401	-0.048732114847744
Cytoplasm_AreaShape_Zernike_7_3	0.0012788152597057456	0.00013229118864990007	0.018162196600441403	-0.0181621966004414
Cytoplasm_AreaShape_Zernike_7_5	0.002142995248097579	3.749578152463493e-05	0.058190447982254104	-0.058190447982254104
Cytoplasm_AreaShape_Zernike_8_0	0.0025588227648015716	0.0002251196159859571	0.01619324958123174	-0.01619324958123174
Cytoplasm_AreaShape_Zernike_8_2	0.0015690403493661131	0.0001230158206053385	0.027776702995401192	-0.02777670299540119
Cytoplasm_AreaShape_Zernike_8_4	0.00016487450817181948	-1.338480457735448e-05	-0.015655210304367707	0.015655210304367707
Cytoplasm_AreaShape_Zernike_8_6	0.0006242319962181941	-0.00014121075994757268	0.006690138133103804	-0.006690138133103803
Cytoplasm_AreaShape_Zernike_9_1	0.0023593998292281704	0.00012213069372128926	0.04181409638636834	-0.04181409638636834
Cytoplasm_AreaShape_Zernike_9_3	0.0008068271067069865	2.4391677282900062e-05	0.035186926725008644	-0.03518692672500864
Cytoplasm_AreaShape_Zernike_9_5	6.634354618850757e-05	-4.7916257004675794e-05	0.015396571956485902	-0.015396571956485899
Cytoplasm_Correlation_Correlation_Hoechst_PM	0.0071848091365365185	-0.0006204109984854082	0.11660397766670327	-0.11660397766670325
Cytoplasm_Correlation_RWC_Hoechst_ER	0.0033476794666974508	-7.938052213834428e-05	-0.06337229644251256	0.06337229644251256
Cytoplasm_Correlation_RWC_Hoechst_Mitochondria	0.0006808810783844876	0.00017146094169474208	-0.016283934339851317	0.016283934339851317
Cytoplasm_Correlation_RWC_Hoechst_PM	0.0009932709840042575	0.00021958514517882041	-0.022823240269162555	0.02282324026916255
Cytoplasm_Correlation_RWC_PM_ER	0.016206571041360807	0.00038723701841492905	-0.22928721690513998	0.22928721690513995
Cytoplasm_Correlation_RWC_PM_Mitochondria	0.0047259433845264764	0.00041461406037334613	-0.021599496981697427	0.021599496981697427
Cytoplasm_Granularity_1_ER	7.762778627362632e-05	-8.038260629625539e-05	0.008272171557878412	-0.008272171557878412
Cytoplasm_Granularity_1_Hoechst	0.023940098443706925	9.172165882841955e-05	0.20094228511957446	-0.20094228511957443
Cytoplasm_Granularity_1_Mitochondria	0.01069810271422722	0.0005986609650438248	-0.0061717679940001095	0.0061717679940001095
Cytoplasm_Granularity_1_PM	0.015574456260636027	0.0007306504694753247	-0.018673360486462995	0.01867336048646299
Cytoplasm_Intensity_IntegratedIntensityEdge_Hoechst	0.0014009284937451794	0.000263486779819209	-0.020401707075287715	0.02040170707528771
Cytoplasm_Intensity_IntegratedIntensity_Actin	0.14079538805492098	-0.0001988607281642324	0.6727764938260548	-0.6727764938260548
Cytoplasm_Intensity_IntegratedIntensity_ER	0.05746860468510717	-0.0007845300856227598	0.5164937589104446	-0.5164937589104446
Cytoplasm_Intensity_IntegratedIntensity_Hoechst	0.012937633347145816	-0.0005912849137034525	0.24882649528132256	-0.24882649528132253
Cytoplasm_Intensity_IntegratedIntensity_Mitochondria	0.07544165948392934	-0.0006718516988472547	0.5474488026824786	-0.5474488026824785
Cytoplasm_Intensity_LowerQuartileIntensity_Actin	0.2663909875025863	0.0012165567584880097	0.5119606046556076	-0.5119606046556074
Cytoplasm_Intensity_LowerQuartileIntensity_ER	0.008196975825422781	0.000533266108222111	-0.018891449267670578	0.018891449267670578
Cytoplasm_Intensity_LowerQuartileIntensity_Hoechst	0.014695325587632202	0.000263124846149293	-0.21683081489758665	0.21683081489758665
Cytoplasm_Intensity_LowerQuartileIntensity_Mitochondria	0.05536476352018238	0.0006538844562892266	0.19269050607370125	-0.19269050607370125
Cytoplasm_Intensity_MADIntensity_ER	0.02050324777025747	-0.00013422675448411224	0.22474569078771628	-0.22474569078771628
Cytoplasm_Intensity_MADIntensity_Hoechst	0.0044585588627436	0.00020847180423573332	-0.11697685706442729	0.11697685706442729
Cytoplasm_Intensity_MADIntensity_Mitochondria	0.04075359892618435	0.00028166002043600845	0.2189019832323209	-0.2189019832323209
Cytoplasm_Intensity_MADIntensity_PM	0.0062187668787130335	0.0001361364001014987	0.08302402160602457	-0.08302402160602457
Cytoplasm_Intensity_MassDisplacement_Hoechst	0.007316415938133813	-0.00044101932270492427	0.01063750786261417	-0.01063750786261417
Cytoplasm_Intensity_MassDisplacement_PM	0.009975450275092945	-0.0007224379197536218	0.1456902272998792	-0.14569022729987918
Cytoplasm_Intensity_MaxIntensity_ER	0.026298679939970926	-0.0007289701248759954	0.3044519838675908	-0.30445198386759076
Cytoplasm_Intensity_MaxIntensity_Hoechst	0.04027883298042301	0.0004479062248500802	-0.3335612165286016	0.33356121652860155
Cytoplasm_Intensity_MaxIntensity_Mitochondria	0.042514192549046426	-0.00023866141995895215	0.34028038067932737	-0.3402803806793273
Cytoplasm_Intensity_MaxIntensity_PM	0.0019348151958931137	-0.0003006784058167254	0.07656003272950787	-0.07656003272950787
Cytoplasm_Intensity_StdIntensityEdge_Hoechst	0.06594840449119976	0.0008177806807785362	-0.44463313704359575	0.44463313704359575
Cytoplasm_Intensity_StdIntensity_Hoechst	0.04618314672481083	0.0005804186172835811	-0.3404921165849939	0.34049211658499384
Cytoplasm_Intensity_StdIntensity_Mitochondria	0.021266978761588673	-2.435306007598068e-05	0.20683803363057318	-0.20683803363057315
Cytoplasm_Intensity_StdIntensity_PM	0.0006543199981048353	-7.693248350089668e-05	0.04721063089264342	-0.047210630892643414
Cytoplasm_RadialDistribution_FracAtD_Hoechst_1of4	0.0075601609941199355	-0.0002761172548557011	0.15163480801620993	-0.1516348080162099
Cytoplasm_RadialDistribution_FracAtD_Hoechst_2of4	0.013141953430572895	-0.000293046357699209	0.19908613370746508	-0.19908613370746506
Cytoplasm_RadialDistribution_FracAtD_Hoechst_3of4	0.018022089077198267	-0.00037006197820769234	0.24933743150968551	-0.24933743150968551
Cytoplasm_RadialDistribution_FracAtD_Hoechst_4of4	0.017162107173723795	0.00036161759811021544	-0.24053336727569657	0.24053336727569655
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_1of4	0.004019511474872894	-0.00035769293333941433	0.09953806033767121	-0.0995380603376712
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_2of4	0.0055494454656660475	-0.0003931792219750808	0.12303159780667416	-0.12303159780667414
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_3of4	0.008690590060684511	-0.0005049875052379702	0.16408930497137791	-0.1640893049713779
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_4of4	0.005866554814856317	0.00043260702731173664	-0.13019065987316003	0.13019065987316003
Cytoplasm_RadialDistribution_MeanFrac_PM_3of4	0.0004322764602944229	-0.00013587224133381897	0.015051188867132408	-0.015051188867132408
Cytoplasm_RadialDistribution_MeanFrac_PM_4of4	0.00029242098039494735	8.942504774478723e-05	-0.03453238387631475	0.03453238387631474
Cytoplasm_RadialDistribution_RadialCV_Actin_2of4	0.000742437354655956	-7.39552578764547e-05	0.04966689282515946	-0.04966689282515945
Cytoplasm_RadialDistribution_RadialCV_Actin_3of4	0.00010635673451397931	-6.238027653351829e-05	0.02080513789837733	-0.020805137898377325
Cytoplasm_RadialDistribution_RadialCV_Actin_4of4	0.0008171836284474043	1.118571115630166e-05	0.040745308940668794	-0.04074530894066879
Cytoplasm_RadialDistribution_RadialCV_ER_2of4	0.007683747558366427	-0.00042567314765277613	0.17934509084539818	-0.17934509084539815
Cytoplasm_RadialDistribution_RadialCV_ER_3of4	0.009036315561045227	-0.0006533507470345252	0.15928176259584897	-0.15928176259584895
Cytoplasm_RadialDistribution_RadialCV_ER_4of4	0.02186375592516132	-0.0008738215095537992	0.05756765019002848	-0.05756765019002848
Cytoplasm_RadialDistribution_RadialCV_Hoechst_2of4	0.002916625129014805	-0.00011275627539394364	0.08793083439754608	-0.08793083439754606
Cytoplasm_RadialDistribution_RadialCV_Hoechst_3of4	0.0014452165701613895	-0.00021818085424450546	0.026366195236443797	-0.02636619523644379
Cytoplasm_RadialDistribution_RadialCV_Hoechst_4of4	0.008156798695182155	0.0001303470393776887	-0.14231951879440957	0.14231951879440954
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_2of4	0.01287560998468884	-0.0002512004823578647	-0.10006609889926041	0.1000660988992604
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_3of4	0.030453933133022137	-0.00042371575837416866	-0.14240322910868514	0.14240322910868514
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_4of4	0.04720992699233284	-0.00047982149595474305	-0.20462722266428707	0.20462722266428707
Cytoplasm_RadialDistribution_RadialCV_PM_2of4	0.0039042956944875806	-0.00020656263664358074	0.1264980113564394	-0.1264980113564394
Cytoplasm_RadialDistribution_RadialCV_PM_3of4	0.003553878237352981	-0.0003936179380270822	0.11478187598830084	-0.11478187598830082
Cytoplasm_RadialDistribution_RadialCV_PM_4of4	0.005646317536099232	-0.0005258346149854286	0.06901162465717801	-0.069011624657178
Cytoplasm_Texture_AngularSecondMoment_ER_3_00_256	0.09242971325039318	-0.00019481284674370184	-0.2940441987829387	0.29404419878293864
Cytoplasm_Texture_AngularSecondMoment_ER_3_01_256	0.07932855253744098	-0.00018187817495848456	-0.27409378656144573	0.27409378656144573
Cytoplasm_Texture_AngularSecondMoment_ER_3_02_256	0.09136652085408214	-0.0001824325723187048	-0.2892360609325546	0.28923606093255455
Cytoplasm_Texture_AngularSecondMoment_ER_3_03_256	0.08081235054822511	-0.00012045757328219563	-0.298799521588025	0.2987995215880249
Cytoplasm_Texture_AngularSecondMoment_Hoechst_3_01_256	0.005147902410905458	-0.0004534510573657809	0.06597341736591611	-0.0659734173659161
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_00_256	0.11593805506074939	-0.0003876032279066508	-0.35548943065853833	0.3554894306585383
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_01_256	0.09163866099545082	-0.00037542588132315083	-0.32137677289368427	0.32137677289368427
